Table S2: differentially regulated genes (DEGs) between mouse GP1 and GP2 clusters;;;;;;
;;;;;;
Gene;baseMean;log2FoldChange;lfcSE;stat;pvalue;padj
COL4A5;0,210306103;0,160627598;0,409494178;1,180335599;0,237866765;
G0S2;0,546414958;0,160567667;0,327842682;1,107202985;0,268206177;0,466041056
P2RY10B;0,753001079;0,160492169;0,236595658;0,935651677;0,349452558;0,553692113
BTBD7;1,673442879;0,16021976;0,189262366;1,043505734;0,296714126;0,498698093
OSBPL8;2,036420624;0,160209111;0,219366309;0,918670575;0,358267905;0,562720665
RBM8A;1,063866326;0,160024475;0,17919999;1,089886788;0,275763017;0,475616213
KIF2A;0,987321182;0,159934862;0,203430467;0,99294572;0,320736407;0,524937367
ZFP949;0,291878886;0,159744735;0,357707106;0,842893288;0,399288128;
ZFP598;0,315763419;0,15962689;0,329169645;0,862074573;0,388646482;0,591153758
GTF3C5;0,149976634;0,159622307;0,430678813;0,614403827;0,538948507;
NELFA;0,218988351;0,159554533;0,351278458;0,891622924;0,372595079;
DDX6;2,400951337;0,159508406;0,140730892;1,266357115;0,205385257;0,393175106
TMEM128;0,378036957;0,159422107;0,283617127;0,99373218;0,320353272;0,524937367
FAM160A1;0,75198784;0,159262866;0,247160811;0,958141533;0,337991395;0,541553403
TSG101;0,810754151;0,159162138;0,201313885;1,017018167;0,309144787;0,512929332
EIF2S3X;1,481351033;0,158928309;0,148227891;1,221662746;0,22183519;0,412463394
ABCD1;0,170900015;0,158884246;0,381765152;0,924457735;0,355248047;
RIT1;0,205023615;0,158798403;0,371290095;0,992016185;0,32118963;
TGOLN1;1,719634034;0,158778596;0,156867648;1,183085867;0,236775118;0,430828071
LEPROTL1;0,632733591;0,158656492;0,235295358;0,964532482;0,334779031;0,537515467
TMEM183A;0,340971992;0,158453578;0,278815461;1,111048617;0,266547423;0,464094451
CLASP2;1,847412464;0,158395054;0,194332989;0,971667558;0,331215961;0,53386444
PCYOX1;0,573636585;0,158385953;0,240926388;1,037371243;0,299562875;0,502079592
CEP128;0,421412302;0,158346475;0,404147115;1,06479638;0,286968084;0,487061676
RILPL2;0,761763132;0,158180962;0,209468609;0,984178203;0,325027901;0,528000346
GEM;1,255196195;0,158067643;0,267987122;0,847782886;0,396558896;0,598858927
PPP3CB;1,16758061;0,157901441;0,21029889;0,966494515;0,33379679;0,536493056
JKAMP;0,676506738;0,157843989;0,217140024;1,03725913;0,299615108;0,502079592
ALG3;0,146426274;0,157733288;0,392458264;0,894475729;0,37106741;
WDR26;2,684330227;0,157600797;0,17294388;1,012614102;0,311244522;0,515037551
MSRB2;0,160758688;0,157574471;0,393192222;0,8757115;0,381186892;
TK1;0,160470771;0,157460679;0,527505887;0,650325004;0,515482309;
SHC4;0,102254756;0,157360203;0,550123089;0,560393074;0,575211355;
SNRNP70;2,048625779;0,157195536;0,143331857;1,233508521;0,2173861;0,407115602
C130050O18RIK;0,155926917;0,157137541;0,436865011;0,814659799;0,415267071;
ELOC;2,197014244;0,15708522;0,144124778;1,237448164;0,215920747;0,405455308
PTGER4;0,087852769;0,156970999;0,573054972;0,558025404;0,576827037;
HLCS;0,232531392;0,156906374;0,349498951;0,915396753;0,359983382;
NDUFS3;0,7623588;0,156899194;0,203835972;1,025822287;0,304975359;0,508319541
MAMDC4;0,497128598;0,156855338;0,231661824;1,023985406;0,305842168;0,509051928
DCTN5;0,229742276;0,156737151;0,349231174;1,009467698;0,312750386;
SLC6A9;0,12186831;0,156593446;0,448209726;0,748750179;0,454007793;
ADD1;0,601501546;0,156467957;0,257281254;0,948663673;0,342791695;0,546846947
ABCB9;0,170027611;0,156449574;0,40053255;0,910487423;0,362565512;
EIF3I;1,060559239;0,156435109;0,176889042;1,070905589;0,284211882;0,484767769
WNK1;4,89179746;0,156136286;0,140283926;1,261187804;0,207241192;0,394902541
SENP6;3,082585404;0,156030917;0,139367557;1,251211578;0,210857295;0,399464934
PHACTR2;1,556635497;0,156029521;0,254195915;0,581967429;0,56058862;0,733566376
PEX19;0,413264102;0,155878551;0,261241473;1,013513941;0,310814741;0,514737715
S100A10;6,777310601;0,155805454;0,158995885;1,137601865;0,255286767;0,451806666
ZFP644;1,665071084;0,155765841;0,171890441;1,060633983;0,288856272;0,489597589
TUT4;1,881769512;0,155763475;0,178768891;1,016182366;0,309542552;0,513452159
SYTL4;0,090497818;0,155735903;0,486700673;0,681806484;0,495361324;
NFRKB;0,190250891;0,155679362;0,373719237;0,854365446;0,392902535;
ALDH1A3;0,121279137;0,155613622;0,571952309;0,618754312;0,536078225;
CIAPIN1;0,133465049;0,155576958;0,420599802;0,844916495;0,398157464;
TNK2;0,172783967;0,15539235;0,404502035;0,840081264;0,400862825;
GIT2;0,485503539;0,155285095;0,288561594;0,948189177;0,343033156;0,547091647
MRPS23;0,295640367;0,155266276;0,281436782;1,064456567;0,28712192;
ATG5;0,439512812;0,155045138;0,26347729;0,973410839;0,330349154;0,532882094
NGP;0,253364718;0,154953358;0,337669546;1,062743797;0,287898153;
VEZF1;1,445320142;0,154939785;0,188156307;0,993319324;0,320554363;0,524937367
PACSIN2;2,410279127;0,154921854;0,207515678;0,843620764;0,398881357;0,600982535
TMEM17;0,089844938;0,1547147;0,483041609;0,587109592;0,557130106;
VDAC1;0,851797308;0,154697893;0,191467685;1,014025586;0,310570544;0,514547572
JAK1;4,776574694;0,154694317;0,200922502;0,127734312;0,898359236;0,953445103
RNF217;0,725030548;0,154415795;0,247325276;0,90050419;0,367851997;0,572132349
TRAPPC13;0,344011186;0,154320469;0,289516792;1,076787984;0,281574995;0,481459914
CCNQ;0,163036534;0,154296486;0,383290318;0,891008196;0,372924774;
MSL2;0,546814797;0,154230663;0,229815953;1,028384361;0,303769062;0,506716814
EVC;0,133679536;0,154191437;0,432425208;0,787573046;0,430946486;
UNC5B;0,289373701;0,154171166;0,326587446;1,057200481;0,2904201;
ELOA;0,452480869;0,15403027;0,257254295;0,992694644;0,320858786;0,524937367
SEMA4C;0,139346788;0,153959806;0,443989389;0,615563541;0,53818262;
DNAJC10;0,946340709;0,153934564;0,207306589;0,943474;0,345438508;0,549939521
TESC;0,115268062;0,15388626;0,955649567;0,511026811;0,609332283;
RGL2;0,163639337;0,15366076;0,385633141;0,863281171;0,387982894;
TSHZ3;0,471889488;0,153611519;0,328872871;1,23388446;0,217245961;0,407098615
TSEN2;0,135977934;0,153547047;0,440384469;0,652986034;0,513765282;
CBLB;1,138864012;0,153516811;0,259106619;0,705842859;0,480285866;0,67166497
NECTIN1;0,145064174;0,15347686;0,4699102;0,606724337;0,544033868;
RPP14;0,13911598;0,153367672;0,40858224;0,752265325;0,451891516;
C9ORF72;0,159892077;0,1532891;0,399492832;0,850652468;0,394962434;
FCGR3;0,123058458;0,153251552;0,64857346;0,417626568;0,676220169;
PARVA;1,766553903;0,153157026;0,20960525;0,747176815;0,454956837;0,652269126
DOCK9;1,317891411;0,153036188;0,225406611;0,765655921;0,443881061;0,644099312
CDC42BPB;0,55292234;0,153006652;0,232458124;0,983706952;0,32525962;0,528073679
PPP4R3B;1,051523265;0,152916241;0,219312329;0,935580578;0,349489178;0,553692113
MORF4L2;5,821631675;0,152837527;0,091657404;1,75929926;0,078526692;0,203762662
ADAMTSL4;0,097048428;0,152736924;0,476573689;0,649027714;0,516320463;
GAPVD1;1,020340709;0,152697279;0,207416279;0,893220043;0,371739346;0,576015171
WAC;2,699551113;0,152658941;0,181863226;0,939291009;0,347581353;0,552077568
ZFP322A;0,374315245;0,152618656;0,290766733;0,892404184;0,37217633;0,576366105
TSPAN12;0,184966468;0,152608648;0,421908235;0,648566811;0,516618413;
TRIQK;0,335102955;0,152457934;0,299147164;0,927318682;0,353761097;0,558324171
ZFP560;0,474770602;0,152441228;0,247248263;0,971948428;0,331076205;0,533777677
UBE2I;1,291645498;0,152380077;0,176041559;1,044445703;0,296279228;0,498371667
UFC1;1,262814754;0,152374093;0,170999978;1,075977743;0,281937211;0,481814017
MYOZ3;0,449132632;0,152309235;0,345967999;1,011828492;0,311620064;0,515361637
SRI;0,815895726;0,152211661;0,197002561;0,989532268;0,32240279;0,525246823
D130040H23RIK;0,178474142;0,152208215;0,41478535;0,812334934;0,416599471;
PBK;0,242682453;0,152185536;0,520764752;0,800040707;0,423687213;
POLE4;0,760428181;0,152144206;0,199438264;0,987982201;0,323161365;0,525930941
LYST;0,40771342;0,151970363;0,293980652;0,912586952;0,361459819;0,565874092
GSTP2;0,141862441;0,15194935;0,403739808;0,902863302;0,366598449;
COX17;1,133987612;0,151883876;0,162553415;1,099374178;0,271604889;0,470105759
TRAM2;1,490686566;0,151866198;0,183625507;1,011033762;0,312000271;0,515601406
PCBP3;0,434892768;0,151753736;0,366997234;0,364780065;0,715275587;0,845053622
NATD1;0,148972989;0,151738621;0,422248956;0,656195635;0,511698257;
MAGOH;1,533932781;0,151680272;0,156939363;1,120029242;0,262701301;0,460208822
MAN2A1;1,13017021;0,151671342;0,222598025;0,941407975;0,346495828;0,551173025
GM14326;0,180360639;0,151604493;0,410856911;0,768870004;0,441970486;
HOOK3;2,111248521;0,151562387;0,159674013;1,068659073;0,28522332;0,48569278
ITPA;0,295098274;0,15149492;0,306083251;0,989354251;0,32248985;
FAN1;0,090539019;0,15139392;0,475179305;0,604493076;0,545515871;
KLHL23;0,103308186;0,151359083;0,463308857;0,65898056;0,509908252;
TM7SF3;0,526313892;0,151323388;0,253183164;0,970648472;0,33172336;0,53430614
ALDH18A1;1,023642212;0,151231574;0,168143212;1,067789999;0,28561525;0,485746641
RNF6;0,398083351;0,150892146;0,262022462;0,996943438;0,318791966;0,523482868
CDC34;0,207985117;0,15083115;0,348855161;1,018483291;0,308448337;
AW549877;0,462641193;0,150823923;0,262590182;0,987783456;0,323258712;0,525951576
SPON2;0,071403684;0,15077457;0,601501437;0,599953962;0,548536918;
WBP1L;0,449432286;0,150760897;0,310935783;0,987060183;0,323613136;0,526252565
PLATR25;0,240044642;0,150733228;0,34601845;0,863075156;0,388096146;
TRIM9;0,201601847;0,150676435;0,433292316;0,630378751;0,52844681;
SPSB3;0,175473587;0,150574657;0,375282921;0,960224764;0,336942106;
JMJD6;0,278647013;0,150569282;0,328351481;0,927843191;0,353488916;
RETREG2;0,413573496;0,150526399;0,269808121;1,034513561;0,30089614;0,503140464
IL17B;0,490031575;0,150499436;0,367443789;-0,108292144;0,913763954;0,961958721
IBTK;1,201463461;0,150497684;0,218430544;0,748460088;0,45418269;0,652041339
GBA;0,275819859;0,150437678;0,315957773;1,038601372;0,298990167;
ZNRF1;0,869304478;0,150380255;0,23207151;0,859819454;0,389888574;0,592028311
GM9008;0,061139829;0,150378909;0,536362759;0,542338337;0,58758545;
SAMD1;0,132183445;0,150329019;0,431499115;0,702987312;0,482063657;
BZW1;3,395462527;0,150034746;0,16146624;1,086216824;0,277383075;0,47775274
LMLN;0,191859586;0,149931165;0,462161157;0,520569917;0,60266641;
SPATA7;0,156077899;0,149859066;0,431798175;0,705407576;0,480556631;
ECHDC1;0,370496084;0,149798221;0,281211673;0,9763943;0,328869105;0,531297183
SELENOT;1,056467492;0,149777378;0,18301563;1,017775956;0,308784441;0,512605277
NAP1L3;0,060919234;0,149715991;0,587427179;0,486954712;0,626290425;
ZDHHC21;0,370037438;0,14965324;0,298150449;0,950198508;0,342011397;0,546303624
MORC2A;0,594943891;0,149647341;0,265912293;0,848603448;0,396101988;0,598536986
SPC24;0,287524851;0,149519967;0,458492849;0,910337487;0,362644555;
POLR2I;0,756585197;0,149519582;0,204189763;0,961000119;0,336552108;0,539664867
NPTXR;0,151404201;0,149498734;0,446228051;0,786095084;0,431811784;
ZFP511;0,137929069;0,14949178;0,432965035;0,863039155;0,38811594;
GRHPR;0,175486618;0,149458381;0,363066964;0,938822162;0,347822059;
USO1;1,994882007;0,149321436;0,145581409;1,168281978;0,242693043;0,438131119
TLR4;0,08461281;0,149160104;0,486203635;0,565915076;0,571451512;
LCOR;0,9429309;0,14915011;0,223785333;0,892439253;0,372157539;0,576366105
CHMP5;0,439546763;0,149049655;0,239267707;1,009510733;0,312729757;0,516532106
AKR1A1;2,766598903;0,14899115;0,114964601;1,398450607;0,161977795;0,338220526
CENPX;0,772928403;0,148982491;0,210702429;0,943721496;0,345311986;0,54987902
LMAN2;1,003566017;0,148913597;0,181900569;1,018154066;0,308604745;0,512443912
EVL;1,38041647;0,148807597;0,243543797;0,630644016;0,528273312;0,708751603
NCOA6;0,623744258;0,148736199;0,235005599;0,899936279;0,368154162;0,572315729
TYMS;0,213486664;0,148719763;0,384160681;0,833662961;0,404470936;
RIPOR1;0,133490027;0,148699037;0,414376746;0,825910759;0,408854717;
AMBRA1;2,35080895;0,148663977;0,158711432;1,054128671;0,291824011;0,492879488
EVI5L;0,179876433;0,148609215;0,368958807;0,895298328;0,370627634;
PCCB;0,687288243;0,148550815;0,21000844;0,964354813;0,334868069;0,537519494
KRCC1;0,859902157;0,148439609;0,216921224;0,923259995;0,35587173;0,560516021
MED19;0,19529405;0,1484176;0,353086289;0,880852519;0,37839765;
NKAP;0,39870168;0,148310282;0,250941034;1,009686724;0,312645405;0,516530121
CCNA2;0,325263445;0,148308449;0,49394103;0,93292055;0,350860991;0,55520855
GRAMD3;0,560832408;0,148302609;0,245252439;0,996023583;0,319238687;0,523939425
DYRK1A;4,049351556;0,148154061;0,203702401;2,471370351;0,013459635;0,055007401
ZFP446;0,13607279;0,147856954;0,404805683;0,827634712;0,407877403;
RASA4;0,068596772;0,147852483;0,577595505;0,475908239;0,634139752;
HSD17B4;0,332144472;0,147842263;0,278520881;1,065818593;0,286505654;0,486675724
ADGRA2;0,096157427;0,147711711;0,597710226;0,414863527;0,678241811;
PSMG1;0,26956055;0,147506077;0,32708633;1,027511226;0,304179802;
DLG5;0,235519205;0,147502672;0,357342533;1,012058569;0,31151005;
RMI2;0,126988879;0,147439457;0,469248701;0,549360119;0,582758337;
FBN2;0,277512688;0,147343951;0,444449317;1,195056318;0,232065027;
CHRDL2;0,068187479;0,147297935;0,828443063;0,500815892;0,6165007;
BRD1;0,723811877;0,146985896;0,238041654;0,875633784;0,381229153;0,584018619
TMEM39B;0,07511296;0,146926203;0,506506078;0,586711675;0,557397365;
CBFB;3,127400412;0,146864192;0,165021846;4,750464151;2,03E-06;2,83E-05
EVC2;0,279195899;0,146845651;0,312408845;0,904936212;0,365499181;
TMPO;0,657295364;0,146695051;0,304262231;0,869872921;0,384369855;0,587670574
SSBP1;0,628845181;0,146620464;0,2137037;0,946883828;0,34369798;0,547780393
ETFRF1;0,193119152;0,146592532;0,349544562;0,957198704;0,338466971;
ZC3H7A;1,315376084;0,146582848;0,224943436;0,845492568;0,39783588;0,599989436
GM11146;0,106590845;0,146518347;0,443934122;0,70873211;0,478490735;
APOO;0,079378073;0,146474857;0,486383841;0,595653398;0,551406797;
ARHGAP21;2,315388784;0,146382351;0,212391111;0,758770953;0,447989585;0,646437003
PRRC2A;1,374090572;0,146321151;0,162212383;1,058126671;0,289997696;0,490595231
D6WSU163E;0,090531441;0,146133058;0,455573521;0,651954844;0,514430303;
DROSHA;0,358405983;0,146101788;0,277190526;1,00469735;0,315042605;0,519451741
NCL;4,853581436;0,146089423;0,1172565;1,35763352;0,174580001;0,354872699
RTEL1;0,09062786;0,146014478;0,488408132;0,62757142;0,530284736;
SYMPK;0,220139253;0,145972738;0,351882869;0,879684237;0,379030391;
TBL1X;2,780365204;0,145894536;0,167029519;0,993639522;0,320398396;0,524937367
SMO;1,912877974;0,145883276;0,162365355;1,057069953;0,290479663;0,491276794
MED13;2,841583456;0,145869005;0,174215363;0,979188977;0,327486614;0,529915823
OSGEP;0,500626809;0,145827236;0,264566069;0,940920341;0,346745683;0,551173025
DNM2;0,764759077;0,145787796;0,23096316;0,864275743;0,387436432;0,590035577
MPND;0,221074964;0,145763666;0,329980168;0,931857731;0,351410055;
GM12353;0,160157684;0,145719614;0,409527658;0,774917694;0,438388296;
MRPL19;0,205120501;0,145668439;0,343859966;0,841502271;0,400066613;
DPY19L4;0,470314567;0,145628842;0,25152984;0,98187737;0,326160266;0,528421419
ATRIP;0,189799505;0,145582186;0,3959583;0,853965984;0,393123837;
RRP36;0,190854722;0,145550395;0,397546206;0,724059159;0,469029417;
PSMA4;1,109222388;0,1455129;0,169238549;1,031768537;0,302180562;0,504609046
SACM1L;1,001485487;0,145491054;0,219338759;0,753464155;0,451171043;0,649669569
ZFP740;0,337638087;0,145348572;0,2795454;1,01534825;0,309939852;0,513973935
UBIAD1;0,110979387;0,145332563;0,440872555;0,723018996;0,469668213;
DUSP12;0,309247919;0,145294116;0,313722737;1,025015772;0,305355746;0,508553672
URI1;0,799659203;0,145151635;0,226935011;0,895423706;0,370560633;0,57477234
PDXDC1;1,902799008;0,145099756;0,164995363;1,01995455;0,307750016;0,511246707
1110059E24RIK;0,369992281;0,145063107;0,276853929;0,99234391;0,32102979;0,524937367
GOLM1;0,157210909;0,145018845;0,420723481;0,761750217;0,446209098;
ARHGEF17;0,447690685;0,144928291;0,243627213;1,011510371;0,31177222;0,515361637
GXYLT2;0,908302029;0,14484858;0,231235406;0,876558953;0,380726243;0,583536003
HDGFL3;0,68003475;0,144764911;0,246963414;0,878195647;0,379837554;0,582893005
KLHL33;0,091434819;0,14475844;0,465867521;0,675819036;0,499155547;
ARL6IP4;0,245135306;0,144728583;0,323756671;0,952965175;0,340607716;
RPS6KA4;0,390494762;0,144359413;0,272539578;0,998115367;0,318223419;0,523126183
WIPF1;1,57897241;0,14413178;0,223008807;0,868039236;0,385372854;0,588479884
LAMTOR2;1,262647242;0,144086429;0,157864866;1,075080949;0,282338488;0,482122151
NUBP1;0,139065545;0,144055363;0,389961453;0,830278847;0,406381145;
HTRA4;0,076701398;0,143728997;1,248838238;0,449070087;0,653381098;
XLR5A;0,104733238;0,1436505;0,44407261;0,676890973;0,498475132;
P3H1;2,018865118;0,143605352;0,13506099;1,18435064;0,236274291;0,430547343
DKK1;0,087933955;0,143466656;0,934886389;0,611977762;0,540552471;
VPS11;0,170383529;0,143456737;0,380746066;0,832338989;0,405217629;
PHF5A;0,505562443;0,143305628;0,236526694;0,907621707;0,364078122;0,568683251
RITA1;0,105437978;0,143264795;0,461277459;0,64347048;0,519918863;
CDCA3;0,4687576;0,143035715;0,470635449;1,025890346;0,304943274;0,508319541
STX7;0,439676925;0,142912972;0,258303509;0,948970806;0,34263546;0,546846947
ZFP955B;0,107789399;0,142695289;0,444071614;0,640025413;0,522156078;
MT-ND1;11,76155532;0,142562196;0,094374261;1,593657846;0,111012691;0,261711892
RHBDD1;0,413698969;0,142544734;0,272121561;0,882690448;0,377403544;0,580879786
RNF130;0,833672404;0,142523313;0,198335813;0,920892504;0,357106553;0,561396854
CHST10;0,06659452;0,142464328;0,502380535;0,56406419;0,572710448;
ENTR1;0,34041372;0,142399874;0,2952913;0,99004763;0,322150839;0,525246823
CPSF2;0,248578971;0,142168942;0,318201775;0,968794286;0,332647838;
ACAA2;0,15993212;0,14211315;0,386660323;0,8213519;0,411445853;
SLC15A4;0,148987736;0,142053862;0,40424462;0,781441312;0,434542981;
RTF1;1,529974898;0,141975613;0,180711099;0,939107303;0,347675655;0,552086189
TRMT11;0,161443952;0,141921997;0,399087019;0,78412963;0,432964051;
CDK7;0,437284668;0,141876821;0,284457968;0,840283489;0,400749457;0,602482
BIRC5;0,446965009;0,141851825;0,468403686;1,004440392;0,315166389;0,519451741
VANGL2;0,159124348;0,141812012;0,428765664;0,683444261;0,49432616;
TOMM20;2,17702924;0,14163533;0,123333317;1,254994429;0,209480782;0,39783316
SRSF3;3,798758397;0,141604348;0,133368226;1,183381264;0,236658079;0,430758493
CHP1;1,275686948;0,14155502;0,19253309;0,897154079;0,369636705;0,574166855
LRPPRC;0,31164795;0,141542706;0,3237879;0,901082284;0,367544572;0,571920715
MED13L;2,98821407;0,141066225;0,166388191;0,974458436;0,329828967;0,53218118
GRB2;0,874298917;0,140972814;0,204508735;0,909225028;0,363231356;0,567788923
AP4S1;0,363112513;0,140938038;0,285882589;1,046622903;0,295273535;0,497218541
GLT8D1;0,672023548;0,140878399;0,210676011;0,925567474;0,354670803;0,559191632
MSANTD4;0,296985187;0,140669763;0,303037131;0,950820745;0,34169538;
GLRB;0,072420008;0,140643113;0,506842266;0,548617171;0,5832682;
DZIP1L;0,262328873;0,140634929;0,335980508;0,829777648;0,406664511;
SCFD1;1,425284108;0,140320132;0,171948189;0,98072501;0,326728367;0,529018985
