param_id,row_index,layer,node_id,parameter,value,value_min,value_max,unit,conditions,species,site,age,sex,source_ref,uncertainty,value_unverified,superseded_model,notes
p_05f1192d02,p00114,L11,achondroplasia,cohort size for the European growth reference,466,466.0,466.0,children,"cross-sectional plus longitudinal, retrospective plus prospective",human,,,,merker2018,"4,375 measurement occasions",False,False,
p_26a5a19df4,p00115,L11,achondroplasia,individuals measured for the first achondroplasia growth standards,400,400.0,400.0,individuals,"height, growth velocity, upper and lower segment, head circumference",human,,,,horton1978,abstract only; SDs not extractable,False,False,
p_3ebb6cc3e7,p00116,L11,achondroplasia,frequency of the Gly380Arg substitution among achondroplasia chromosomes,16/16,,,chromosomes,"15 with c.1138G>A and 1 with c.1138G>C, both giving G380R",human,,,,shiang1994,n=16 affected chromosomes in the original series,False,False,
p_c5bcd0895f,p00117,L11,acromegaly,acromegaly patients sequenced for GPR101,248,248.0,248.0,patients,"recurrent p.E308D found in 11, mostly in tumour tissue",human,,,,trivellin2014,n=248,False,False,
p_b56f716d7f,p00118,L11,acromegaly,frequency of the recurrent GPR101 p.E308D variant in acromegaly,11/248,,,patients,4.4 percent; predominantly somatic,human,,,,trivellin2014,n=248,False,False,
p_7b4bfb6e77,p00119,L11,acromesomelic_dysplasia_maroteaux,families sequenced in the defining AMDM study,21,21.0,21.0,families,"4 nonsense, 4 frameshift, 2 splice-site and 11 missense NPR2 mutations identified",human,,,,bartels2004,n=21 families,False,False,
p_c704cc2081,p00120,L11,acromesomelic_dysplasia_maroteaux,missense NPR2 alleles tested in a guanylyl cyclase assay,3,3.0,3.0,alleles,all three markedly deficient in guanylyl cyclase activity,in_vitro_human_cell,,,,bartels2004,n=3,False,False,
p_1db6b10d46,p00121,L11,acromesomelic_dysplasia_maroteaux,plasma CNP and NT-proCNP in the AMDM proband,very high (qualitative),,,not_applicable,single AMDM proband with low IGF-I and GH resistance; levels normal in heterozygous carriers,human,,,,olney2006,single patient; absolute values not given in the abstract,False,False,
p_74ac940247,p00122,L11,aromatase_deficiency_human,index siblings in the defining aromatase deficiency report,2,2.0,2.0,individuals,"one 28-year-old XX proband and her XY brother, novel CYP19A1 mutation",human,,,,morishima1995,n=2,False,False,
p_b24c2b72bf,p00123,L11,blomstrand_chondrodysplasia,PTH- and PTHrP-stimulated cAMP accumulation in P132L receptors,severely reduced to absent,,,not_applicable,COS-7/COS-1 cells expressing mutant vs wild-type receptor,in_vitro_animal_cell,,,,karaplis1998,direction reported; EC50 not given,False,False,
p_33314957b9,p00124,L11,blomstrand_chondrodysplasia,PTH-induced inositol phosphate accumulation in the exon M5 splice mutant,not detectable,,,not_applicable,patient-derived mutant receptor cDNA expressed heterologously,in_vitro_animal_cell,,,,jobert1998,below detection,False,False,
p_5337562106,p00125,L11,cancer_survivor_growth,GH-deficient male childhood cancer survivors in the aromatase inhibitor study,92,92.0,92.0,patients,"70 treated with GH alone, 22 with combination aromatase inhibitor plus GH; final adult height endpoint",human,,,,pollock2024,n=92,False,False,
p_07a4b3e8c2,p00126,L11,cleidocranial_dysplasia,size of the RUNX2 3'UTR deletion in the regulatory-mechanism case,4.2,4.2,4.2,kb,novel non-coding deletion causing cleidocranial dysplasia,human,,,,mijovic2025,n=1 case,False,False,
p_26d88c69aa,p00127,L11,estrogen_resistance_esr1,adult height of the index ESR1-resistant man,204,204.0,204.0,cm,28-year-old male with a disruptive homozygous ESR1 mutation and incomplete epiphyseal closure,human,,,,smith1994,n=1,False,False,
p_e94229418b,p00128,L11,gh_deficiency,individuals with idiopathic GHD followed to adult height,169,169.0,169.0,individuals,treated and untreated groups compared in the same cohort,human,,,,zhao2025,n=169,False,False,
p_74be20e87c,p00129,L11,homocystinuria_tall,"height, stature or body-proportion data in the definitive natural history",none reported,,,none,"international questionnaire survey of 629 patients with cystathionine beta-synthase deficiency, 31 pages, the largest series ever assembled and the reference natural history for this disorder",human,,,,mudd1985,"RECORDED AS AN ABSENCE, and it is the load-bearing one. Full text read 2026-08-06 and searched: the words height, stature, growth, scoliosis, arachnodactyly, arm span and body proportion do not appear anywhere in the paper. The disorder this atlas has been treating as the human natural experiment in tall stature has never had its stature measured in the series that defines it. This does not show patients are not tall - it shows the claim is not quantified where it would most be expected, and that no analysis of WHERE the extra length comes from is possible from this source.",False,False,
p_8298dd3911,p00130,L11,homocystinuria_tall,clinical features leading to investigation,ectopia lentis 85.6; mental retardation 55.7; Marfanoid characteristics 36.9; bony abnormality 23.5; developmental retardation 22.5; early thromboembolic disorder 16.1,,,% of patients in whom the feature was a sole or contributory cause,"472 of the 629 patients, restricted to those ascertained on clinical grounds rather than by newborn or sibling screening",human,,,,mudd1985,"These are ASCERTAINMENT features - what led to the diagnosis - not prevalences, so they are biased toward whatever prompts investigation, and lens dislocation dominates for that reason. Note what stands in for stature: Marfanoid CHARACTERISTICS at 36.9% and bony ABNORMALITY at 23.5%, both unquantified descriptors. Neither separates a long-bone growth phenotype from a connective-tissue one.",False,False,
p_afc1f2c226,p00131,L11,homocystinuria_tall,"radiologic spinal osteoporosis by age 15, untreated",36 vs 64,,,% (B6-responsive vs B6-non-responsive),"time-to-event analysis restricted to patients reported either to have or not to have osteoporosis on a lateral radiograph of the spine, which is the papers definition of the finding",human,,,,mudd1985,"P<0.002 between the two groups. THE DOMINANT PROGRESSIVE SKELETAL FINDING IN THIS DISORDER IS BONE FRAGILITY, NOT ACCELERATED GROWTH - which is a bone-quality and connective-tissue picture rather than a growth-plate-velocity one, and points the interpretation of the skeletal phenotype away from the physis.",False,False,
p_4f991e51a0,p00132,L11,homocystinuria_tall,adult height of an HCU cohort against the general population,about +1,,,standard deviation score,"48 Irish pyridoxine-NONresponsive HCU patients, weight and height at nine set time points to 18 years, SDS against British 1990 and UK-WHO reference data. Birth weight was normal (male 3.71 and 3.37 vs 3.55 kg; female 3.33 and 3.36 vs 3.40 kg)",human,,,,purcell2017,"THE QUANTIFICATION mudd1985 DOES NOT CONTAIN, and it settles the physeal-versus-structural question this atlas asked: birth weight is normal and the excess appears afterwards, so the extra length is accrued POSTNATALLY and therefore at the growth plate. Weight rose by the same amount with no BMI difference, i.e. a balanced increase. HEAVY CAVEAT THE ABSTRACT DOES NOT CARRY: 77% of late-diagnosed and 75% of screened patients grew WITHIN their expected midparental height range, so most of the cohort is inside its own genetic target and the disease effect is smaller than a bare +1 SD against the population implies. Single centre, single country, no untreated arm.",False,False,
p_e30dafaba2,p00133,L11,homocystinuria_tall,adult height by duration of untreated homocysteine exposure,+7.97,7.97,7.97,"cm at 18 years, late-diagnosed minus newborn-screened","same cohort; late-diagnosed n=12, mean age at diagnosis 5.09 years (range 1.33-11.79) against newborn-screened n=36. Weight +4.97 kg, P=0.0058. No difference in growth RATE between the groups after 10 years of age, so the divergence is accrued before then",human,,,,purcell2017,"P=0.0204. THIS IS THE INTERNAL DOSE-RESPONSE AND IT IS THE STRONGEST EVIDENCE IN THE NODE: within one disease, roughly five years of additional untreated hyperhomocysteinaemia is worth about 8 cm of adult height. The late-diagnosed group is also the OLDER cohort (mean current age 34.6 vs 23.7 years), so the secular trend in population height runs AGAINST the finding and strengthens it. Against that: n=12, retrospective, single centre, and diagnosis age is confounded with everything else that changed in care between the two eras.",False,False,
p_08046c56db,p00134,L11,homocystinuria_tall,effect of dietary homocysteine on long bone length in a growing animal,tibial length significantly increased; tibial weight +12% and not significant,,,"mm, chick tibia at 8 weeks","chicks fed 0.6% dl-homocysteine for the first 8 weeks of life, n=8, against n=10 controls; body weight rose faster and was significantly greater at the end (P<0.01)",chicken,,,,mass2003,"P<0.01 for length. THE ANIMAL COUNTERPART OF THE HUMAN FINDING, and it localises the effect: radiographs showed generalised osteopenia and ACCELERATED EPIPHYSEAL OSSIFICATION with metaphyseal and suprametaphyseal lucencies that the authors call similar to human homocystinurics, and they describe the model as reproducing ""accelerated skeletal growth, epiphyseal growth plate lesions"". Tibiae were stronger, but strength was proportional to the increased length and cortical thickness, so there is no intrinsic material change - the bone is bigger, not better. High-dose dietary exposure producing a disease, in a fast-growing bird; not a model of therapeutic intent.",False,False,
p_501d373c7c,p00135,L11,homocystinuria_tall,molecular target of homocysteine in the connective tissue phenotype,"fibrillin-1, not collagen cross-linking",,,qualitative,"recombinant fragments spanning the entire fibrillin-1 molecule plus tropoelastin; homocysteinylation but NOT cysteinylation caused abnormal self-interaction traced to reduced multimerisation of the fibrillin-1 C terminus, and greatly reduced fibrillin-1 network deposition by human dermal fibroblasts",in_vitro_human_cell,,,,hubmacher2010,"THIS IS WHY THE HOMOCYSTINURIA STEP DOES NOT BELONG TO g_l1arch_018. That gap proposes collagen cross-link density as the mechanical converter; homocysteine acts on FIBRILLIN, the Marfan protein, and orth1994 showed it leaves cross-links in non-lesional cartilage unchanged. The authors note that Marfan and homocystinuria share long bone overgrowth, scoliosis and ectopia lentis from fundamentally different origins, which is the clue that the shared axis is the fibrillin microfibril and its control of TGF-beta rather than anything about collagen. IN VITRO ONLY: recombinant protein and dermal fibroblasts, no growth plate, no animal.",False,False,
p_204b9d194e,p00136,L11,hypochondroplasia,share of hypochondroplasia caused by FGFR3 Asn540Lys,50-70,50.0,70.0,percent,clinical cohorts; 8/14 in the original mutation screen,human,,,,bellus1995,n=14 unrelated patients in the discovery series,False,False,
p_44f9ca19b3,p00137,L11,hypochondroplasia,N540K frequency among reported hypochondroplasia cases,60-70,60.0,70.0,percent,Korean single-centre series framing,human,,,,kim2023,n=20 genetically confirmed N540K patients in that series,False,False,
p_c9e9886ec3,p00138,L11,hypochondroplasia,patients in the largest single-genotype (N540K) clinical series located,20,20.0,20.0,patients,"7 men, 13 women; mean age at first visit 3.5 +/- 1.0 y; mean follow-up 6.8 +/- 0.6 y",human,,,,kim2023,means +/- SEM as reported,False,False,
p_1dc1d092c9,p00139,L11,hypochondroplasia,genu varum frequency in N540K hypochondroplasia,55.0,55.0,55.0,percent,11 of 20 patients,human,,,,kim2023,n=20,False,False,
p_e8841b2a4a,p00140,L11,hypochondroplasia,macrocephaly frequency in N540K hypochondroplasia,45.0,45.0,45.0,percent,9 of 20 patients,human,,,,kim2023,n=20,False,False,
p_5439706244,p00141,L11,idiopathic_short_stature,estimated prevalence of NPR2 haploinsufficiency within idiopathic short stature,0 to 1/26,,,proportion,functionally verified loss-of-function NPR2 variants in short-stature cohorts,human,,,,wang2015,range as reported,False,False,
p_2ccd595337,p00142,L11,idiopathic_short_stature,pathogenic NPR2 yield among SHOX-negative disproportionate short stature referrals,~3,3.0,3.0,percent,173 suspected Leri-Weill plus 95 ISS referrals,human,,,,hisadooliva2015,n=268,False,False,
p_31794da7e9,p00143,L11,igf1_deficiency_human,patients with homozygous IGF1 deletion in the defining report,1,1.0,1.0,patients,partial IGF1 deletion of exons 4 and 5; consanguineous pedigree,human,,,,woods1996,n=1,False,False,
p_a6017f3a3d,p00144,L11,igf1_deficiency_human,patients with heterozygous IGF1 defects characterised,9,9.0,9.0,patients,from 6 families; five whole or partial gene deletions plus other pathogenic variants,human,,,,joustra2025,n=9,False,False,
p_b7fe795b68,p00145,L11,igf1r_mutation_human,children screened with unexplained IUGR plus short stature,42,42.0,42.0,children,single-strand conformation polymorphism plus direct sequencing of IGF1R,human,,,,abuzzahab2003,1 compound heterozygote found,False,False,
p_c7773aca76,p00146,L11,igf1r_mutation_human,short children screened with elevated circulating IGF-I,50,50.0,50.0,children,complete IGF1R sequencing performed in 9 of them,human,,,,abuzzahab2003,1 nonsense mutation found,False,False,
p_35aba0fe91,p00147,L11,igf1r_mutation_human,controls with normal birth weight screened,43,43.0,43.0,children,no IGF1R mutations found,human,,,,abuzzahab2003,n=43,False,False,
p_9b17d3b71d,p00148,L11,jansen_metaphyseal_chondrodysplasia,patients in the JMC natural history series,24,24.0,24.0,patients,five activating PTH1R mutations represented,human,,,,saito2018,n=24,False,False,
p_e228f9ca22,p00149,L11,jansen_metaphyseal_chondrodysplasia,patients carrying the H223R activating allele,18/24,,,patients,"T410P, I458R and I458K in single cases; T410R in a father and his two sons",human,,,,saito2018,n=24,False,False,
p_4a4e5f959d,p00150,L11,jansen_metaphyseal_chondrodysplasia,paediatric JMC patients with bone histomorphometry,2,2.0,2.0,patients,"bone microarchitecture, formation and protein expression assessed",human,,,,pereira2025,n=2,False,False,
p_18c52ea00c,p00151,L11,klinefelter_syndrome,"adults with 47,XXY in the biobank dosage analysis",505,505.0,505.0,adults,"within 1,225 sex-chromosome aneuploidy adults and 928,605 individuals total",human,,,,berry2025,n=505,False,False,
p_14b5786771,p00152,L11,klinefelter_syndrome,males contributing to the Klinefelter-specific growth charts,"1,279",1279.0,1279.0,males,"aged under 20 y, six US paediatric centres, at least one height and/or weight measurement",human,,,,davis2025,"n=1,279",False,False,
p_a1a22516ca,p00153,L11,klinefelter_syndrome,"boys with 47,XXY in the QEPS growth-model analysis",55,55.0,55.0,boys,"35 reached final height, 34 of them on testosterone replacement",human,,,,holmgren2026,n=55,False,False,
p_337f8d329c,p00154,L11,laron_syndrome,adults in the Ecuadorian GHR-deficiency anthropometry cohort,201,201.0,201.0,adults,"GHI individuals plus carrier relatives, non-carrier relatives and unrelated controls",human,,,,guevaraaguirre2025,n=201,False,False,
p_1038366d81,p00155,L11,laron_syndrome,lower-segment/height ratio in GH-insensitive adults,lowest of four groups,,,ratio,GHI vs carrier relatives vs non-carrier relatives vs unrelated controls,human,,,,guevaraaguirre2025,direction reported; numeric ratios not in abstract,False,False,
